"ProductGroupNm","DesignItemDsc","RevStepCd","SpeedDesignId","YearQuarterTxt","YearMonthTxt","MfgLocationCd","DesignItemMilestone","MfgLocationStage","KF_Qty"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202712","VAL","POS","TEST","57956"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202801","202801","T31","QS","TEST","616180"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202801","202803","T31","QS","TEST","30793"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202802","202804","T31","QS","TEST","248653"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202802","202805","T31","QS","TEST","66000"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202702","202704","VAL","POS","FINISH","3572"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202702","202705","VAL","POS","FINISH","25410"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202702","202706","VAL","POS","FINISH","39456"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202703","202707","VAL","POS","FINISH","5356"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202703","202708","VAL","POS","FINISH","6588"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202703","202709","VAL","POS","FINISH","5356"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202704","202710","VAL","POS","FINISH","2904"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202704","202711","VAL","POS","FINISH","5356"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202704","202712","VAL","POS","FINISH","7808"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","A0","10046179","202801","202803","VAL","POS","FINISH","25321"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202701","202703","T31","QS","FINISH","5672"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202702","202704","T31","QS","FINISH","198930"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202702","202705","T31","QS","FINISH","418008"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202702","202706","T31","QS","FINISH","33366"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202801","202801","VAL","POS","FINISH","15784"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202801","202802","VAL","POS","FINISH","23052"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202801","202803","VAL","POS","FINISH","52176"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202802","202804","VAL","POS","FINISH","8864"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202802","202805","T31","QS","FINISH","94775"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202802","202805","VAL","POS","FINISH","18592"
"RAZOR LAKE","RAZOR LAKE U PRODUCT","B0","10046179","202802","202806","T31","QS","FINISH","50714"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202702","202704","VAL","POS","TEST","11474"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202702","202705","VAL","POS","TEST","40268"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202702","202706","VAL","POS","TEST","46332"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202703","202707","VAL","POS","TEST","7680"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202703","202708","VAL","POS","TEST","9442"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202703","202709","VAL","POS","TEST","7680"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202704","202710","VAL","POS","TEST","7680"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202704","202711","T31","POS","TEST","23112"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202704","202711","VAL","POS","TEST","7680"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202704","202712","T31","POS","TEST","38520"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202704","202712","VAL","POS","TEST","7680"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202801","202801","T31","POS","TEST","34092"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","A0","10046179","202801","202803","VAL","POS","TEST","21198"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202701","202703","T31","QS","TEST","6342"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202702","202704","T31","QS","TEST","325944"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202702","202705","T31","QS","TEST","401472"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202801","202801","VAL","POS","TEST","27752"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202801","202802","T90","POS","TEST","24000"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202801","202802","VAL","POS","TEST","18506"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202801","202803","VAL","POS","TEST","67652"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202802","202804","VAL","POS","TEST","5044"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202802","202805","T31","QS","TEST","120068"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202802","202805","VAL","POS","TEST","21729"
"RAZOR LAKE","RAZOR LAKE U PRODUCT-TEST","B0","10046179","202802","202806","T31","QS","TEST","49940"
